"GID","germplasmName","FullSampleName"
"F159P001:250597132","F159P001","F159P001:250597132"
"F15R24P02","F15R24P02",NA
"F15R24P04","F15R24P04",NA
"F15R24P05","F15R24P05",NA
"F15R24P06","F15R24P06",NA
"F15R24P07","F15R24P07",NA
"F15R26P01","F15R26P01",NA
"F15R26P04","F15R26P04",NA
"F15R26P08","F15R26P08",NA
"F15R29P05","F15R29P05",NA
"F15R6P01","F15R6P01",NA
"F15R6P05","F15R6P05",NA
"F15R6P08","F15R6P08",NA
"F161P001:250597156","F161P001","F161P001:250597156"
"F163P001:250597188","F163P001","F163P001:250597188"
"F164P001:250597125","F164P001","F164P001:250597125"
"F165P001:250597133","F165P001","F165P001:250597133"
"F165P002:250597141","F165P002","F165P002:250597141"
"F169P001:250597165","F169P001","F169P001:250597165"
"F16R13P02","F16R13P02",NA
"F16R18P01","F16R18P01",NA
"F16R18P08","F16R18P08",NA
"F16R18P13","F16R18P13",NA
"F16R20P01","F16R20P01",NA
"F16R20P02","F16R20P02",NA
"F16R4P03","F16R4P03",NA
"F16R4P04","F16R4P04",NA
"F172P001:250597118","F172P001","F172P001:250597118"
"F179P001:250597104","F179P001","F179P001:250597104"
"F17R12P04","F17R12P04",NA
"F17R16P01","F17R16P01",NA
"F17R20P01","F17R20P01",NA
"F17R20P02","F17R20P02",NA
"F17R20P05","F17R20P05",NA
"F17R25P05","F17R25P05",NA
"F187P001:250597120","F187P001","F187P001:250597120"
"F18R15P01","F18R15P01",NA
"F18R15P05","F18R15P05",NA
"F18R27P07","F18R27P07",NA
"F18R27P08","F18R27P08",NA
"F18R4P01","F18R4P01",NA
"F18R4P03","F18R4P03",NA
"F18R4P07","F18R4P07",NA
"F18R4P08","F18R4P08",NA
"F195P001:250597136","F195P001","F195P001:250597136"
"F196P001:250597144","F196P001","F196P001:250597144"
"F197P001:250597152","F197P001","F197P001:250597152"
"F199P001:250597160","F199P001","F199P001:250597160"
"F19R10P06","F19R10P06",NA
"F19R10P07","F19R10P07",NA
"F19R18P01","F19R18P01",NA
"F19R18P02","F19R18P02",NA
"F19R18P06","F19R18P06",NA
"F19R18P08","F19R18P08",NA
"F19R25P07","F19R25P07",NA
"F19R4P01","F19R4P01",NA
"F19R4P04","F19R4P04",NA
"F19R4P06","F19R4P06",NA
"F19R4P07","F19R4P07",NA
"F19R4P09","F19R4P09",NA
"F19R4P10","F19R4P10",NA
"F1P002:250589614","F1P002","F1P002:250589614"
"NR15F1P013","NR15F1P013",NA
"NR15F1P015","NR15F1P015",NA
"NR15F1P017","NR15F1P017",NA
"NR15F1P021","NR15F1P021",NA
"NR15F1P024","NR15F1P024",NA
"NR15F1P025","NR15F1P025",NA
"NR15F1P029","NR15F1P029",NA
"NR15F1P040","NR15F1P040",NA
"NR15F1P041","NR15F1P041",NA
"NR15F1P042","NR15F1P042",NA
"F1R08P02","F1R08P02",NA
"F1R08P05","F1R08P05",NA
"F1R10P02","F1R10P02",NA
"F1R10P05","F1R10P05",NA
"F1R13P01","F1R13P01",NA
"F1R13P05","F1R13P05",NA
"F1R13P06","F1R13P06",NA
"F1R14P03","F1R14P03",NA
"F1R14P05","F1R14P05",NA
"F1R14P06","F1R14P06",NA
"F201P001:250597176","F201P001","F201P001:250597176"
"F204P001:250597192","F204P001","F204P001:250597192"
"F205P001:250597113","F205P001","F205P001:250597113"
"F209P001:250597129","F209P001","F209P001:250597129"
"F209P002:250597137","F209P002","F209P002:250597137"
"F20P001:250589693","F20P001","F20P001:250589693"
"F20R7P01","F20R7P01",NA
"F21P001:250589701","F21P001","F21P001:250589701"
"F21P002:250589733","F21P002","F21P002:250589733"
"F21P003:250589741","F21P003","F21P003:250589741"
"F21R18P02","F21R18P02",NA
"F21R18P07","F21R18P07",NA
"F21R18P08","F21R18P08",NA
"F21R20P07","F21R20P07",NA
"F21R24P02","F21R24P02",NA
"F21R24P04","F21R24P04",NA
"F21R24P05","F21R24P05",NA
"F22R13P03","F22R13P03",NA
"F22R23P05","F22R23P05",NA
"F22R3P02","F22R3P02",NA
"F22R3P03","F22R3P03",NA
"F22R3P10","F22R3P10",NA
"F23P001:250589749","F23P001","F23P001:250589749"
"F23R3P04","F23R3P04",NA
"F23R3P07","F23R3P07",NA
"F23R9P02","F23R9P02",NA
"F23R9P04","F23R9P04",NA
"F23R9P07","F23R9P07",NA
"F24P004:250589797","F24P004","F24P004:250589797"
"F24P005:250589805","F24P005","F24P005:250589805"
"F25R1P02","F25R1P02",NA
"F25R1P04","F25R1P04",NA
"F25R1P06","F25R1P06",NA
"F25R1P07","F25R1P07",NA
"F25R24P01","F25R24P01",NA
"F25R24P05","F25R24P05",NA
"F25R6P03","F25R6P03",NA
"F25R6P04","F25R6P04",NA
"F25R6P05","F25R6P05",NA
"F25R6P07","F25R6P07",NA
"F25R8P03","F25R8P03",NA
"F25R8P07","F25R8P07",NA
"F26R10P01","F26R10P01",NA
"F26R10P03","F26R10P03",NA
"F26R10P05","F26R10P05",NA
"F26R15P04","F26R15P04",NA
"F26R15P05","F26R15P05",NA
"F26R15P06","F26R15P06",NA
"F26R15P08","F26R15P08",NA
"F26R19P04","F26R19P04",NA
"F26R19P06","F26R19P06",NA
"F26R25P02","F26R25P02",NA
"F26R25P03","F26R25P03",NA
"F26R25P04","F26R25P04",NA
"F26R25P07","F26R25P07",NA
"F27R11P04","F27R11P04",NA
"F27R11P05","F27R11P05",NA
"F27R11P06","F27R11P06",NA
"F27R11P09","F27R11P09",NA
"F27R14P07","F27R14P07",NA
"F27R14P08","F27R14P08",NA
"F27R27P02","F27R27P02",NA
"F27R27P03","F27R27P03",NA
"F27R27P05","F27R27P05",NA
"F27R27P06","F27R27P06",NA
"F27R27P07","F27R27P07",NA
"F28F15P07","F28F15P07",NA
"F28P001:250589758","F28P001","F28P001:250589758"
"F28R13P02","F28R13P02",NA
"F28R13P04","F28R13P04",NA
"F28R13P05","F28R13P05",NA
"F28R13P06","F28R13P06",NA
"F28R13P07","F28R13P07",NA
"F28R13P08","F28R13P08",NA
"F28R15P01","F28R15P01",NA
"F28R15P05","F28R15P05",NA
"F28R15P08","F28R15P08",NA
"F28R23P04","F28R23P04",NA
"F28R2P03","F28R2P03",NA
"F28R2P05","F28R2P05",NA
"F28R2P06","F28R2P06",NA
"F28R2P08","F28R2P08",NA
"F29R12P03","F29R12P03",NA
"F29R12P04","F29R12P04",NA
"F29R12P05","F29R12P05",NA
"F29R13P10","F29R13P10",NA
"F29R23P02","F29R23P02",NA
"F29R23P04","F29R23P04",NA
"F29R23P07","F29R23P07",NA
"F29R9P02","F29R9P02",NA
"F2R10P02","F2R10P02",NA
"F2R10P03","F2R10P03",NA
"F2R12P04","F2R12P04",NA
"F2R12P05","F2R12P05",NA
"F2R12P08","F2R12P08",NA
"F2R14P05","F2R14P05",NA
"F2R14P08","F2R14P08",NA
"F2R14P10","F2R14P10",NA
"F2R20P03","F2R20P03",NA
"F2R20P04","F2R20P04",NA
"F2R20P06","F2R20P06",NA
"F31P001:250589743","F31P001","F31P001:250589743"
"F33P002:250589791","F33P002","F33P002:250589791"
"F35P003:250589815","F35P003","F35P003:250589815"
"F35P004:250589823","F35P004","F35P004:250589823"
"F35P005:250589736","F35P005","F35P005:250589736"
"F36P002:250589760","F36P002","F36P002:250589760"
"F37P001:250589768","F37P001","F37P001:250589768"
"F37P002:250589776","F37P002","F37P002:250589776"
"F37P006:250589808","F37P006","F37P006:250589808"
"F39P005:250589761","F39P005","F39P005:250589761"
"F39P006:250589769","F39P006","F39P006:250589769"
"F39P007:250589777","F39P007","F39P007:250589777"
"NR15F3P003","NR15F3P003",NA
"NR15F3P004","NR15F3P004",NA
"NR15F3P007","NR15F3P007",NA
"NR15F3P009","NR15F3P009",NA
"NR15F3P012","NR15F3P012",NA
"NR15F3P015","NR15F3P015",NA
"F3P016:250589690","F3P016","F3P016:250589690"
"F3P018:250589611","F3P018","F3P018:250589611"
"F3P019:250589619","F3P019","F3P019:250589619"
"F3P021:250589635","F3P021","F3P021:250589635"
"F3P024:250589659","F3P024","F3P024:250589659"
"F3P027:250589683","F3P027","F3P027:250589683"
"F3P029:250589699","F3P029","F3P029:250589699"
"F3P033:250589636","F3P033","F3P033:250589636"
"F3P038:250589676","F3P038","F3P038:250589676"
"F3P039:250589684","F3P039","F3P039:250589684"
"F3R05P01","F3R05P01",NA
"F3R05P02","F3R05P02",NA
"F3R05P03","F3R05P03",NA
"F3R05P04","F3R05P04",NA
"F3R05P05","F3R05P05",NA
"F3R05P06","F3R05P06",NA
"F3R05P08","F3R05P08",NA
"F3R11P02","F3R11P02",NA
"F3R11P03","F3R11P03",NA
"F3R11P05","F3R11P05",NA
"F3R11P07","F3R11P07",NA
"F3R23P02","F3R23P02",NA
"F3R23P03","F3R23P03",NA
"F3R23P04","F3R23P04",NA
"F3R23P07","F3R23P07",NA
"F3R25P05","F3R25P05",NA
"F3R25P07","F3R25P07",NA
"F40P001:250589801","F40P001","F40P001:250589801"
"F40P003:250589817","F40P003","F40P003:250589817"
"F40P005:250589738","F40P005","F40P005:250589738"
"F40P006:250589746","F40P006","F40P006:250589746"
"F40P007:250589762","F40P007","F40P007:250589762"
"F42P001:250589786","F42P001","F42P001:250589786"
"F44P001:250589802","F44P001","F44P001:250589802"
"F44P003:250589818","F44P003","F44P003:250589818"
"F45P001:250589826","F45P001","F45P001:250589826"
"F4P006:250589637","F4P006","F4P006:250589637"
"F4P008:250589653","F4P008","F4P008:250589653"
"F4P010:250589669","F4P010","F4P010:250589669"
"F4R02P02","F4R02P02",NA
"F4R02P03","F4R02P03",NA
"F4R05P04","F4R05P04",NA
"F4R16P01","F4R16P01",NA
"F4R22P09","F4R22P09",NA
"F4R27P04","F4R27P04",NA
"F4R29P03","F4R29P03",NA
"F52P001:250589739","F52P001","F52P001:250589739"
"F52P002:250589747","F52P002","F52P002:250589747"
"F5R16P01","F5R16P01",NA
"F5R16P06","F5R16P06",NA
"F5R16P07","F5R16P07",NA
"F5R16P08","F5R16P08",NA
"F5R18P02","F5R18P02",NA
"F5R18P03","F5R18P03",NA
"F5R18P05","F5R18P05",NA
"F5R18P08","F5R18P08",NA
"F5R19P08","F5R19P08",NA
"F5R8P04","F5R8P04",NA
"F5R8P05","F5R8P05",NA
"F66P001:250589755","F66P001","F66P001:250589755"
"F67P001:250589779","F67P001","F67P001:250589779"
"F69P001:250589811","F69P001","F69P001:250589811"
"F6R21P02","F6R21P02",NA
"F6R21P06","F6R21P06",NA
"F6R23P01","F6R23P01",NA
"F6R24P01","F6R24P01",NA
"F6R24P05","F6R24P05",NA
"F6R24P07","F6R24P07",NA
"F6R24P09","F6R24P09",NA
"F6R28P01","F6R28P01",NA
"F6R28P03","F6R28P03",NA
"F6R28P06","F6R28P06",NA
"F6R28P08","F6R28P08",NA
"F76P001:250589860","F76P001","F76P001:250589860"
"F79P001:250589893","F79P001","F79P001:250589893"
"F79P017:250589926","F79P017","F79P017:250589926"
"F7R17P01","F7R17P01",NA
"F7R17P04","F7R17P04",NA
"F7R17P05","F7R17P05",NA
"F7R2P06","F7R2P06",NA
"F7R3P05","F7R3P05",NA
"F7R3P06","F7R3P06",NA
"F7R3P08","F7R3P08",NA
"F7R7P02","F7R7P02",NA
"F7R7P08","F7R7P08",NA
"F81P002:250589950","F81P002","F81P002:250589950"
"F84P001:250589951","F84P001","F84P001:250589951"
"F84P003:250589872","F84P003","F84P003:250589872"
"F84P005:250589888","F84P005","F84P005:250589888"
"F86P002:250589936","F86P002","F86P002:250589936"
"F86P004:250589952","F86P004","F86P004:250589952"
"F89P001:250589897","F89P001","F89P001:250589897"
"F89P002:250589905","F89P002","F89P002:250589905"
"F8R14P10","F8R14P10",NA
"F8R15P01","F8R15P01",NA
"F8R1P02","F8R1P02",NA
"F8R1P03","F8R1P03",NA
"F8R20P01","F8R20P01",NA
"F8R20P04","F8R20P04",NA
"F8R2P01","F8R2P01",NA
"F8R3P02","F8R3P02",NA
"F8R3P03","F8R3P03",NA
"F8R6P02","F8R6P02",NA
"F90P001:250589913","F90P001","F90P001:250589913"
"F93P002:250589945","F93P002","F93P002:250589945"
"F99P003:250589882","F99P003","F99P003:250589882"
"F99P004:250589890","F99P004","F99P004:250589890"
"F9R23P05","F9R23P05",NA
"F9R23P08","F9R23P08",NA
"F9R29P03","F9R29P03",NA
"F9R4P02","F9R4P02",NA
"F104P002:250590067","F104P002","F104P002:250590067"
"F105P003:250589996","F105P003","F105P003:250589996"
"F10R12P04","F10R12P04",NA
"F10R12P07","F10R12P07",NA
"F111P001:250590060","F111P001","F111P001:250590060"
"F111P002:250590068","F111P002","F111P002:250590068"
"F114P001:250590045","F114P001","F114P001:250590045"
"F114P002:250590053","F114P002","F114P002:250590053"
"F114P004:250590069","F114P004","F114P004:250590069"
"F116P002:250590079","F116P002","F116P002:250590079"
"F117P004:250590032","F117P004","F117P004:250590032"
"F117P006:250590048","F117P006","F117P006:250590048"
"F117P008:250590064","F117P008","F117P008:250590064"
"F117P009:250590072","F117P009","F117P009:250590072"
"F117P010:250590080","F117P010","F117P010:250590080"
"F118P005:250590033","F118P005","F118P005:250590033"
"F118P011:250590081","F118P011","F118P011:250590081"
"F118P015:250590018","F118P015","F118P015:250590018"
"F118P019:250590050","F118P019","F118P019:250590050"
"F119P002:250590066","F119P002","F119P002:250590066"
"F119P004:250590082","F119P004","F119P004:250590082"
"F119P009:250592813","F119P009","F119P009:250592813"
"F119P012:250592837","F119P012","F119P012:250592837"
"F119P014:250592853","F119P014","F119P014:250592853"
"F11R16P06","F11R16P06",NA
"F11R6P01","F11R6P01",NA
"F11R6P03","F11R6P03",NA
"F120P002:250592799","F120P002","F120P002:250592799"
"F120P003:250592807","F120P003","F120P003:250592807"
"F120P005:250592823","F120P005","F120P005:250592823"
"F120P007:250592839","F120P007","F120P007:250592839"
"F123P003:250592833","F123P003","F123P003:250592833"
"F123P005:250592849","F123P005","F123P005:250592849"
"F124P003:250592802","F124P003","F124P003:250592802"
"F125P002:250592826","F125P002","F125P002:250592826"
"F126P004:250592804","F126P004","F126P004:250592804"
"F127P001:250592812","F127P001","F127P001:250592812"
"F128P003:250592860","F128P003","F128P003:250592860"
"F129P001:250592980","F129P001","F129P001:250592980"
"F12R10P01","F12R10P01",NA
"F12R10P04","F12R10P04",NA
"F12R10P06","F12R10P06",NA
"F12R10P07","F12R10P07",NA
"F12R18P05","F12R18P05",NA
"F12R18P08","F12R18P08",NA
"F12R27P07","F12R27P07",NA
"F12R27P09","F12R27P09",NA
"F130P001:250592917","F130P001","F130P001:250592917"
"F132P001:250592990","F132P001","F132P001:250592990"
"F133P001:250592911","F133P001","F133P001:250592911"
"F134P001:250592951","F134P001","F134P001:250592951"
"F138P003:250592979","F138P003","F138P003:250592979"
"F13R16P06","F13R16P06",NA
"F13R22P06","F13R22P06",NA
"F13R22P07","F13R22P07",NA
"F13R26P02","F13R26P02",NA
"F13R26P04","F13R26P04",NA
"F13R2P02","F13R2P02",NA
"F13R6P04","F13R6P04",NA
"F141P001:250597063","F141P001","F141P001:250597063"
"F141P002:250596976","F141P002","F141P002:250596976"
"F144P001:250597026","F144P001","F144P001:250597026"
"F145P001:250597042","F145P001","F145P001:250597042"
"F146P003:250597011","F146P003","F146P003:250597011"
"F147P001:250597043","F147P001","F147P001:250597043"
"F14R12P07","F14R12P07",NA
"F14R24P04","F14R24P04",NA
"F14R25P04","F14R25P04",NA
"F14R28P04","F14R28P04",NA
"F14R28P06","F14R28P06",NA
"F14R28P08","F14R28P08",NA
"F152P002:250597131","F152P002","F152P002:250597131"
"F156P001:250597179","F156P001","F156P001:250597179"
"F157P002:250597100","F157P002","F157P002:250597100"
"F15R26P05","F15R26P05",NA
"F15R26P06","F15R26P06",NA
"F15R26P07","F15R26P07",NA
"F15R26P09","F15R26P09",NA
"F160P001:250597140","F160P001","F160P001:250597140"
"F169P006:250597110","F169P006","F169P006:250597110"
"F16R13P03","F16R13P03",NA
"F16R18P09","F16R18P09",NA
"F16R18P14","F16R18P14",NA
"F17R16P04","F17R16P04",NA
"F17R16P05","F17R16P05",NA
"F17R20P04","F17R20P04",NA
"F17R25P01","F17R25P01",NA
"F17R25P06","F17R25P06",NA
"F182P001:250597112","F182P001","F182P001:250597112"
"F18R15P06","F18R15P06",NA
"F18R27P01","F18R27P01",NA
"F18R27P10","F18R27P10",NA
"F18R4P05","F18R4P05",NA
"F18R5P03","F18R5P03",NA
"F19R10P04","F19R10P04",NA
"F19R18P03","F19R18P03",NA
"F19R18P04","F19R18P04",NA
"F19R4P03","F19R4P03",NA
"F19R4P08","F19R4P08",NA
"F1P001:250589606","F1P001","F1P001:250589606"
"F1P004:250589630","F1P004","F1P004:250589630"
"F1P008:250589670","F1P008","F1P008:250589670"
"F1P009:250589678","F1P009","F1P009:250589678"
"F1P014:250589623","F1P014","F1P014:250589623"
"F1P016:250589639","F1P016","F1P016:250589639"
"F1P019:250589663","F1P019","F1P019:250589663"
"F1P023:250589695","F1P023","F1P023:250589695"
"F1P033:250589680","F1P033","F1P033:250589680"
"F1P037:250589617","F1P037","F1P037:250589617"
"F1R08P06","F1R08P06",NA
"F1R08P08","F1R08P08",NA
"F1R13P04","F1R13P04",NA
"F1R14P04","F1R14P04",NA
"F1R14P08","F1R14P08",NA
"F204P002:250597105","F204P002","F204P002:250597105"
"F21R18P06","F21R18P06",NA
"F21R24P06","F21R24P06",NA
"F21R2P04","F21R2P04",NA
"F21R2P05","F21R2P05",NA
"F22R13P05","F22R13P05",NA
"F22R15P06","F22R15P06",NA
"F22R23P01","F22R23P01",NA
"F22R23P04","F22R23P04",NA
"F23P002:250589757","F23P002","F23P002:250589757"
"F23R25P06","F23R25P06",NA
"F23R27P01","F23R27P01",NA
"F23R27P03","F23R27P03",NA
"F23R3P03","F23R3P03",NA
"F23R9P03","F23R9P03",NA
"F24P006:250589813","F24P006","F24P006:250589813"
"F24R26P03","F24R26P03",NA
"F25R24P02","F25R24P02",NA
"F25R24P07","F25R24P07",NA
"F25R6P02","F25R6P02",NA
"F25R8P08","F25R8P08",NA
"F26P001:250589742","F26P001","F26P001:250589742"
"F26R10P02","F26R10P02",NA
"F26R10P08","F26R10P08",NA
"F26R19P02","F26R19P02",NA
"F26R19P03","F26R19P03",NA
"F26R19P07","F26R19P07",NA
"F26R19P09","F26R19P09",NA
"F26R19P10","F26R19P10",NA
"F27R11P01","F27R11P01",NA
"F27R11P10","F27R11P10",NA
"F27R27P08","F27R27P08",NA
"F28R15P03","F28R15P03",NA
"F28R15P04","F28R15P04",NA
"F28R2P07","F28R2P07",NA
"F29R12P07","F29R12P07",NA
"F29R9P03","F29R9P03",NA
"F2R10P04","F2R10P04",NA
"F2R10P06","F2R10P06",NA
"F2R20P05","F2R20P05",NA
"F30P002:250589735","F30P002","F30P002:250589735"
"F32P001:250589759","F32P001","F32P001:250589759"
"F35P002:250589807","F35P002","F35P002:250589807"
"F35P006:250589744","F35P006","F35P006:250589744"
"F36P001:250589752","F36P001","F36P001:250589752"
"F37P004:250589792","F37P004","F37P004:250589792"
"F37P005:250589800","F37P005","F37P005:250589800"
"F39P001:250589824","F39P001","F39P001:250589824"
"F39P002:250589737","F39P002","F39P002:250589737"
"F39P003:250589745","F39P003","F39P003:250589745"
"F39P009:250589793","F39P009","F39P009:250589793"
"F3P005:250589697","F3P005","F3P005:250589697"
"F3P006:250589610","F3P006","F3P006:250589610"
"F3P008:250589626","F3P008","F3P008:250589626"
"F3P011:250589650","F3P011","F3P011:250589650"
"F3P022:250589643","F3P022","F3P022:250589643"
"F3P023:250589651","F3P023","F3P023:250589651"
"F3P025:250589667","F3P025","F3P025:250589667"
"F3P026:250589675","F3P026","F3P026:250589675"
"F3P028:250589691","F3P028","F3P028:250589691"
"F3P036:250589660","F3P036","F3P036:250589660"
"F3P037:250589668","F3P037","F3P037:250589668"
"F3R11P04","F3R11P04",NA
"F3R11P08","F3R11P08",NA
"F3R23P01","F3R23P01",NA
"F3R23P06","F3R23P06",NA
"F3R25P02","F3R25P02",NA
"F3R25P03","F3R25P03",NA
"F3R25P04","F3R25P04",NA
"F3R25P08","F3R25P08",NA
"F40P002:250589809","F40P002","F40P002:250589809"
"F40P004:250589825","F40P004","F40P004:250589825"
"F4R02P01","F4R02P01",NA
"F4R05P02","F4R05P02",NA
"F4R05P03","F4R05P03",NA
"F5R16P03","F5R16P03",NA
"F5R16P05","F5R16P05",NA
"F5R18P06","F5R18P06",NA
"F6R21P01","F6R21P01",NA
"F6R21P05","F6R21P05",NA
"F7R17P07","F7R17P07",NA
"F7R2P03","F7R2P03",NA
"F7R7P06","F7R7P06",NA
"F80P001:250589934","F80P001","F80P001:250589934"
"F84P002:250589864","F84P002","F84P002:250589864"
"F84P008:250589912","F84P008","F84P008:250589912"
"F86P001:250589928","F86P001","F86P001:250589928"
"F86P003:250589944","F86P003","F86P003:250589944"
"F86P005:250589865","F86P005","F86P005:250589865"
"F8R14P04","F8R14P04",NA
"F8R14P06","F8R14P06",NA
"F8R14P08","F8R14P08",NA
"F8R15P02","F8R15P02",NA
"F8R20P02","F8R20P02",NA
"F8R2P03","F8R2P03",NA
"F8R2P04","F8R2P04",NA
"F8R6P03","F8R6P03",NA
"F99P002:250589874","F99P002","F99P002:250589874"
"F99P005:250589898","F99P005","F99P005:250589898"
"F9R23P04","F9R23P04",NA
"F9R23P06","F9R23P06",NA
"F118P003:250590017","F118P003","F118P003:250590017"
"F3P032:250589628","F3P032","F3P032:250589628"
"NR15F3P017","NR15F3P017",NA
"NR15F4P007","NR15F4P007",NA
"NR15F68P004","NR15F68P004",NA
"NR15F4R27P05","NR15F4R27P05",NA
"NR15F68P007","NR15F68P007",NA
"NR15F44P002","NR15F44P002",NA
"NR15F4R22P01","NR15F4R22P01",NA
"NR15F1P032","NR15F1P032",NA
"NR15F41P001","NR15F41P001",NA
"NR15F135P001","NR15F135P001",NA
"NR15F68P012","NR15F68P012",NA
"NR15F28R13P01","NR15F28R13P01",NA
"NR15F19R10P01","NR15F19R10P01",NA
"NR15F93P001","NR15F93P001",NA
"NR15F24R26P01","NR15F24R26P01",NA
"NR15F24P007","NR15F24P007",NA
"NR15F99P001","NR15F99P001",NA
"NR15F68P014","NR15F68P014",NA
"NR15F23P003","NR15F23P003",NA
"NR15F24P001","NR15F24P001",NA
"NR15F81P001","NR15F81P001",NA
"NR15F12R27P05","NR15F12R27P05",NA
"NR15F119P018","NR15F119P018",NA
"NR15F9P0002","NR15F9P0002",NA
"NR15F116P003","NR15F116P003",NA
"NR15F25P001","NR15F25P001",NA
"NR15F1P018","NR15F1P018",NA
"NR15F118P008","NR15F118P008",NA
"NR15F116P001","NR15F116P001",NA
"NR15F100P001","NR15F100P001",NA
"NR15F99P006","NR15F99P006",NA
"NR15F68P013","NR15F68P013",NA
"NR15F1P039","NR15F1P039",NA
"NR15F68P002","NR15F68P002",NA
"NR15F27R14P01","NR15F27R14P01",NA
"NR15F24P002","NR15F24P002",NA
"NR15F41P002","NR15F41P002",NA
"NR15F116P004","NR15F116P004",NA
"NR15F100P002","NR15F100P002",NA
"NR15F100P006","NR15F100P006",NA
"NR15F105P003","NR15F105P003",NA
"NR15F109P001","NR15F109P001",NA
"NR15F10R12P05","NR15F10R12P05",NA
"NR15F10R5P01","NR15F10R5P01",NA
"NR15F117P006","NR15F117P006",NA
"NR15F117P007","NR15F117P007",NA
"NR15F117P008","NR15F117P008",NA
"NR15F117P009","NR15F117P009",NA
"NR15F117P010","NR15F117P010",NA
"NR15F118P007","NR15F118P007",NA
"NR15F118P009","NR15F118P009",NA
"NR15F118P017","NR15F118P017",NA
"NR15F119P001","NR15F119P001",NA
"NR15F119P008","NR15F119P008",NA
"NR15F119P009","NR15F119P009",NA
"NR15F11R16P06","NR15F11R16P06",NA
"NR15F120P007","NR15F120P007",NA
"NR15F120P008","NR15F120P008",NA
"NR15F123P005","NR15F123P005",NA
"NR15F124P001","NR15F124P001",NA
"NR15F125P001","NR15F125P001",NA
"NR15F12R10P01","NR15F12R10P01",NA
"NR15F12R27P07","NR15F12R27P07",NA
"NR15F12R27P09","NR15F12R27P09",NA
"NR15F12R3P05","NR15F12R3P05",NA
"NR15F12R3P06","NR15F12R3P06",NA
"NR15F130P001","NR15F130P001",NA
"NR15F132P001","NR15F132P001",NA
"NR15F133P001","NR15F133P001",NA
"NR15F134P001","NR15F134P001",NA
"NR15F139P001","NR15F139P001",NA
"NR15F13R22P06","NR15F13R22P06",NA
"NR15F13R2P05","NR15F13R2P05",NA
"NR15F146P003","NR15F146P003",NA
"NR15F147P001","NR15F147P001",NA
"NR15F14R28P08","NR15F14R28P08",NA
"NR15F15R24P02","NR15F15R24P02",NA
"NR15F15R26P01","NR15F15R26P01",NA
"NR15F16R18P09","NR15F16R18P09",NA
"NR15F16R4P03","NR15F16R4P03",NA
"NR15F17R20P05","NR15F17R20P05",NA
"NR15F17R25P01","NR15F17R25P01",NA
"NR15F18R27P10","NR15F18R27P10",NA
"NR15F18R4P01","NR15F18R4P01",NA
"NR15F18R4P05","NR15F18R4P05",NA
"NR15F18R4P07","NR15F18R4P07",NA
"NR15F18R5P03","NR15F18R5P03",NA
"NR15F199P001","NR15F199P001",NA
"NR15F19R4P08","NR15F19R4P08",NA
"NR15F1P002","NR15F1P002",NA
"NR15F1P014","NR15F1P014",NA
"NR15F1P019","NR15F1P019",NA
"NR15F1P033","NR15F1P033",NA
"NR15F20R7P01","NR15F20R7P01",NA
"NR15F21R20P07","NR15F21R20P07",NA
"NR15F21R24P02","NR15F21R24P02",NA
"NR15F21R24P06","NR15F21R24P06",NA
"NR15F23R9P03","NR15F23R9P03",NA
"NR15F25R1P07","NR15F25R1P07",NA
"NR15F26R25P04","NR15F26R25P04",NA
"NR15F26R25P07","NR15F26R25P07",NA
"NR15F28R13P05","NR15F28R13P05",NA
"NR15F28R13P07","NR15F28R13P07",NA
"NR15F28R15P05","NR15F28R15P05",NA
"NR15F28R2P03","NR15F28R2P03",NA
"NR15F28R2P07","NR15F28R2P07",NA
"NR15F29R12P05","NR15F29R12P05",NA
"NR15F29R23P02","NR15F29R23P02",NA
"NR15F29R9P03","NR15F29R9P03",NA
"NR15F2R12P05","NR15F2R12P05",NA
"NR15F2R12P08","NR15F2R12P08",NA
"NR15F2R14P05","NR15F2R14P05",NA
"NR15F2R14P08","NR15F2R14P08",NA
"NR15F2R14P10","NR15F2R14P10",NA
"NR15F2R20P06","NR15F2R20P06",NA
"NR15F37P001","NR15F37P001",NA
"NR15F37P004","NR15F37P004",NA
"NR15F3P006","NR15F3P006",NA
"NR15F3P028","NR15F3P028",NA
"NR15F3P038","NR15F3P038",NA
"NR15F3R05P03","NR15F3R05P03",NA
"NR15F3R11P04","NR15F3R11P04",NA
"NR15F3R23P01","NR15F3R23P01",NA
"NR15F3R23P07","NR15F3R23P07",NA
"NR15F3R25P02","NR15F3R25P02",NA
"NR15F3R25P04","NR15F3R25P04",NA
"NR15F40P001","NR15F40P001",NA
"NR15F40P002","NR15F40P002",NA
"NR15F4R05P02","NR15F4R05P02",NA
"NR15F4R22P09","NR15F4R22P09",NA
"NR15F5R16P06","NR15F5R16P06",NA
"NR15F5R18P08","NR15F5R18P08",NA
"NR15F6R21P01","NR15F6R21P01",NA
"NR15F6R28P01","NR15F6R28P01",NA
"NR15F7R17P07","NR15F7R17P07",NA
"NR15F7R7P06","NR15F7R7P06",NA
"NR15F81P002","NR15F81P002",NA
"NR15F86P005","NR15F86P005",NA
"NR15F8R14P06","NR15F8R14P06",NA
"NR15F8R2P03","NR15F8R2P03",NA
"NR15F8R3P02","NR15F8R3P02",NA
"NR15F99P005","NR15F99P005",NA
"NR15F187P001","NR15F187P001",NA
